diagnosis,radius_mean,texture_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,shape_irregularity,border_complexity,radius_texture_interaction,radius_concavity_interaction,concavity_density,area_radius_ratio,morphology_score,texture_size_interaction,border_irregularity_index,cellular_heterogeneity,compactness_smoothness_ratio
0,11.82985780555241,21.7261656753022,435.0223939772917,0.0870892272423731,0.050716740194668,0.015868119607105,0.0116414441796849,0.078226303981458,0.0001847278286426,257.0174505986986,0.1877175985935512,3.647655805032741e-05,3.1084899086828086,0.03840862068123102,257.0174505986986,0.0275095637867899,1.89211497960184,0.5757428210276317
0,10.991149634963929,17.103259889661413,381.3862947835462,0.0893391113935724,0.1094975077815983,0.0973438638568467,0.0356288990574653,0.2424702706959104,0.0034682546992192,187.9844886929452,1.069920973696159,0.000255236921694,3.1570048321311974,0.12453739286199064,187.98448869294523,0.13297276291431198,1.5279900404756797,1.2120720039469972
1,21.43351857130253,15.092437234915725,1392.3998902936407,0.0995574440272646,0.1520785808619643,0.1933722235754475,0.1269222171369081,0.4723730215743199,0.0245432313488896,323.4840337607839,4.144647145178419,0.0001388769310622,3.030931294645897,0.23504793598710097,323.484033760784,0.3202944407123556,1.5025644752501264,1.5123552744710826
0,11.70045151992518,14.872126803395991,404.112556022726,0.101290622796306,0.0775627117331777,0.0437491614955316,0.0287472900343565,0.1500591632630658,0.0012576698342719,174.01059866131462,0.5118849431158451,0.0001082598420749,2.9518475829655473,0.07390657374106914,174.01059866131462,0.0724964515298881,1.5064069862216156,0.7582582803081604
0,13.25937728424371,17.21298960993556,521.1242384718514,0.0729050012781881,0.0433121908060685,0.0469825785359748,0.0100964796118976,0.100391248953941,0.0004743586463028,228.23352342790253,0.6229597345951013,9.015619514023554e-05,2.9640979208498415,0.052969458137449,228.23352342790255,0.057079058147872404,1.2549130295137902,0.5860522299842164
0,11.620937199593216,16.155887806044756,436.1428311861412,0.1126688235807178,0.0954459903854602,0.0367035714883292,0.0313144289801589,0.1634639908539483,0.0011493513826894,187.74655759771997,0.4265298992666546,8.415493472289717e-05,3.229558933957781,0.07936933705631317,187.74655759771994,0.0680180004684881,1.8202648730091264,0.8396848615019112
0,12.16692712336893,14.868030643292482,428.6592075997877,0.1031592686993782,0.090379037370999,0.0667781997494826,0.0279968780491608,0.1851541151696425,0.0018695811147287,180.8982453049557,0.8124854897817281,0.0001557838921118,2.895658950843709,0.09402941817288306,180.8982453049557,0.0947750777986434,1.5337751681619982,0.8677003832644855
0,13.443279241715468,18.66909320380485,564.2872985473598,0.1060014978328617,0.1155307035626637,0.0839672731181521,0.0541828764421257,0.2536808531229416,0.004549588384543,250.9738331283611,1.1287954996927083,0.0001488023447175,3.1223920475228564,0.12531049626176943,250.97383312836104,0.1381501495602778,1.9789518427846127,1.079711087251552
0,8.743291592542253,15.826895280944656,253.17866491506976,0.1143477635577697,0.0802336351660016,0.0408244059066494,0.019867340420191,0.1409253814928421,0.0008110723695994,138.37916044593004,0.3569396849341408,0.0001612474175908,3.3118564108456923,0.07073387772696765,138.37916044593007,0.06069174632684041,1.8097700794390406,0.6955803276222008
1,18.083293306869336,18.69275643485903,1034.5779806460932,0.1152210575132258,0.1509595003265664,0.177470145890973,0.1053560791430372,0.4337857253605767,0.0186975587360157,338.02659732542503,3.209244701359358,0.0001715386845756,3.1637841776838074,0.21730817318798132,338.02659732542503,0.2828262250340102,2.153799164261614,1.2988997308804167
0,10.400759995109707,23.127126816674863,337.2746706983637,0.1018602224393188,0.0710554053582965,0.0233345483540466,0.0200718112452799,0.1144617649576231,0.0004683666500562,240.53969539670084,0.2426970370247211,6.918559376466045e-05,3.1178094034229384,0.055643648395171455,240.53969539670084,0.0434063595993265,2.3557342819288367,0.6907957582943671
0,10.295432674069009,27.48577856570025,325.4046520499078,0.089458877771909,0.0741999734545889,0.0605365323243711,0.0254530334474291,0.1601895392263892,0.0015408383820435,282.97798271753595,0.6232497928671654,0.0001860346247142,3.0699440062558923,0.08136598383255457,282.97798271753595,0.0859895657718002,2.458846905174735,0.8202619276538369
0,12.73891466599956,11.986116451261276,497.0921366030607,0.0872885663539797,0.0576792733650858,0.0245216360154785,0.0231110163959827,0.1053119257765471,0.00056671993201,152.69011464935087,0.3123790286718831,4.933016278038544e-05,3.0631577286060914,0.05059926719702684,152.69011464935087,0.047632652411461196,1.0462509211824476,0.6533039978679622
1,18.640020769730537,21.792118065046456,1134.8164229173074,0.1013908603955492,0.1410038845357811,0.1598865832379555,0.0874846631405562,0.3883751309142929,0.013987623875267,406.205533348886,2.980289232356741,0.0001408920244799,3.266115798841491,0.19547681592788413,406.205533348886,0.24737124637851168,2.209521600456451,1.3771139727810155
1,18.042573948964783,20.831731810989336,982.7983512528632,0.1039157463907334,0.1296578241281848,0.1203664580504971,0.0874284949536551,0.3374527771323372,0.0105234582702572,375.8580616847772,2.1717207203510625,0.0001224731990006,3.0190207446574235,0.1653820270345387,375.85806168477717,0.20779495300415218,2.164744959750541,1.2358280676506415
0,14.71336876830564,17.53320297426181,664.5727421722626,0.0914730879079802,0.0895484861379237,0.0404087468716725,0.0222394828751677,0.152196715884764,0.0008986696340595,257.9724810498672,0.5945487941880344,6.080409909619531e-05,3.0698438001626003,0.0758710699813276,257.97248104986727,0.0626482297468402,1.6038162169731103,0.968373482099281
0,13.085290491486308,15.955540954358275,510.2424324178541,0.1006693395986438,0.0767676894769304,0.0613157842170875,0.0325572642126794,0.1706407379066973,0.0019962741871633,208.7828883365847,0.8023348481938815,0.0001201699041895,2.979938486050092,0.08533974936995418,208.7828883365847,0.0938730484297669,1.6062337708143624,0.7550721759380291
1,17.162789805031977,24.791563002564537,947.7786970186568,0.1070233047952019,0.1817510272367013,0.1693898750255802,0.0791976877489174,0.430338590011199,0.013415286430104,425.4923847512226,2.907202820164669,0.0001787230242232,3.217582574611996,0.21895180224439484,425.4923847512226,0.24858756277449762,2.653275003572915,1.6825168196925426
0,13.7812090077966,16.525258204716767,593.3096691151812,0.06866401132981527,0.0536733060270239,0.0199861238990377,0.0139290614451544,0.087588491371216,0.0002783879478401,227.73803722700737,0.275432950708358,3.3685821990468496e-05,3.1239530676092055,0.04306272337604892,227.73803722700737,0.0339151853441921,1.1346905165967949,0.7704595960303601
1,19.558014168904936,28.814180187533783,1211.5428410370205,0.0928092469828896,0.2053660667909099,0.1814376037479342,0.1137765739061128,0.500580244444957,0.0206433489321748,563.5481443731657,3.548559224874256,0.0001497574807941,3.167292172695752,0.2498072376024843,563.5481443731657,0.295214177654047,2.674222365634307,2.189187882814663
0,12.793134293597424,15.8372647621528,527.9070911441889,0.0782949042593893,0.0952287741225124,0.1112820943986476,0.0328768068963011,0.2393876754174612,0.0036585999285602,202.60825494547905,1.4236467781146849,0.0002107986353383,3.225528803924124,0.12497840575504716,202.60825494547905,0.14415890129494868,1.2399771282833534,1.200944436618528
1,20.71415473908585,22.271059465639407,1298.2240602675815,0.0908919953133303,0.1323987504170977,0.1630352878418565,0.0950734517679088,0.3905074900268631,0.0155003275750998,461.3261719746372,3.3771381802876186,0.0001255833201922,3.0256187940894494,0.19564264895905537,461.3261719746373,0.2581087396097653,2.0242610325737975,1.4408083094250899
0,9.87605605431704,19.228185273809288,309.04823708188826,0.1006380030320703,0.0980062914282711,0.062486698006065,0.0315749960438213,0.1920679854781576,0.0019730172423329,189.898635586934,0.6171221321570792,0.0002021907602388,3.168507398188346,0.09636226677938757,189.89863558693398,0.0940616940498863,1.9350861678868285,0.9642681723818081
0,12.323964525232729,12.177955368213793,483.47028314972,0.0901215456928762,0.0609475953257233,0.0293057085322663,0.0277453409993441,0.1179986448573338,0.0008130968764551,150.08068994773424,0.3611625123384601,6.061532539568928e-05,3.183215541601121,0.05654344445731571,150.08068994773424,0.0570510495316104,1.0974961611622862,0.6688604200278413
1,18.092566070583448,16.88901434830595,993.2541328110722,0.0893815365054841,0.125641047967861,0.1119718528558173,0.0619834392074509,0.2995963400311294,0.0069404005344342,305.56560796375726,2.025858145839524,0.0001127323301831,3.0343014143407596,0.14998674756654307,305.56560796375726,0.1739552920632682,1.509566052514753,1.3901185222740426
1,20.09375548469444,27.07890319244872,1229.1747410486105,0.0988680515001525,0.165818355015202,0.1662397191300959,0.1270916893999292,0.4591497635452273,0.0211276867496136,544.1168595427762,3.340380268044429,0.0001352449847678,3.0443201708749004,0.2250060531555601,544.1168595427763,0.2933314085300251,2.677238395398664,1.660374389250488
0,12.483708787223977,23.871741462580317,497.9542522301205,0.0798234036624496,0.0765586201930002,0.0546022749940834,0.0203386570488508,0.1514995522359345,0.0011105369451917,298.00786866275274,0.6816389001460594,0.0001096531955486,3.195209952832263,0.07736437959664375,298.00786866275286,0.0749409320429342,1.9055236548931835,0.947233310202317
1,17.643171527126395,23.2663085869912,976.9204688944184,0.09270321225021,0.2015125605351428,0.2158455038502858,0.1016947421179959,0.5190528065034247,0.0219503528513837,410.4914732033394,3.808199247789614,0.0002209448063817,3.138372584630111,0.26516207578341844,410.4914732033395,0.3175402459682817,2.156861543218729,2.150540581224217
0,11.583741201966651,19.16413813781561,445.3210930948825,0.0887167677829272,0.0509692589720203,0.0163926665184913,0.0117029995094175,0.0790649249999291,0.0001918433682239,221.99241654719512,0.189888406560347,3.681089167496184e-05,3.3187331812574086,0.03886949792357496,221.99241654719512,0.0280956660279088,1.7001803929325263,0.5681129651855289
1,19.613705315265737,19.89995516599593,1200.3765179347151,0.105910927676712,0.1839877802810169,0.2389398323875221,0.0971653737287173,0.5200929863972564,0.0232166781126106,390.3118564128442,4.686495460527846,0.0001990540707999,3.1203051663280372,0.26915073731415906,390.31185641284424,0.3361052061162394,2.107622712355606,1.720944568336154
1,19.638463073289497,28.857773904118343,1212.100724375902,0.0929418319457744,0.2055752424040175,0.1805282023234967,0.1162623938466881,0.5023658385742024,0.0209886409589689,566.7223271933655,3.5452964350173257,0.0001489382843298,3.1428423149600024,0.250180988941907,566.7223271933653,0.2967905961701848,2.682094372525721,2.1883248191570366
1,19.84551054681425,25.01079379458243,1176.154725689834,0.1022526101293914,0.1582826402897565,0.2499549045801181,0.1138246166157892,0.5220621614856639,0.0284510211850681,496.351972034582,4.960482695072683,0.0002125187265931,2.98633691692279,0.2689518521146995,496.351972034582,0.3637795211959073,2.557418946904039,1.5329650271446311
0,11.807443304179465,18.17134925797976,439.0022200746389,0.0824675979656377,0.0454539967709964,0.011309108467748,0.0138615809482648,0.0706246861870093,0.0001567621224783,214.55717612403956,0.1335316570537514,2.576093684862305e-05,3.1488492077576926,0.03370229017512213,214.5571761240396,0.0251706894160128,1.4985475251002638,0.5445705624559737
